1, 2, 1, 1.445759e+07, 3.110071e+01, 1.939575e+00, -1.491716e+07 
1, 2, 2, 1.444531e+07, 3.111097e+01, 1.939594e+00, -1.490448e+07 
1, 2, 3, 1.443510e+07, 3.112385e+01, 1.939617e+00, -1.489393e+07 
1, 2, 4, 1.442623e+07, 3.113846e+01, 1.939644e+00, -1.488474e+07 
1, 2, 5, 1.441958e+07, 3.115593e+01, 1.939676e+00, -1.487778e+07 
1, 2, 6, 1.441464e+07, 3.117558e+01, 1.939712e+00, -1.487255e+07 
1, 2, 7, 1.440674e+07, 3.119142e+01, 1.939741e+00, -1.486436e+07 
1, 2, 8, 1.439968e+07, 3.120826e+01, 1.939772e+00, -1.485705e+07 
1, 2, 9, 1.439181e+07, 3.122398e+01, 1.939801e+00, -1.484894e+07 
1, 2, 10, 1.438297e+07, 3.123854e+01, 1.939827e+00, -1.483985e+07 
1, 2, 11, 1.437305e+07, 3.125170e+01, 1.939851e+00, -1.482967e+07 
1, 2, 12, 1.436319e+07, 3.126494e+01, 1.939875e+00, -1.481955e+07 
1, 2, 13, 1.435434e+07, 3.127944e+01, 1.939902e+00, -1.481046e+07 
1, 2, 14, 1.434974e+07, 3.129954e+01, 1.939938e+00, -1.480564e+07 
1, 2, 15, 1.434506e+07, 3.131943e+01, 1.939974e+00, -1.480076e+07 
1, 2, 16, 1.433929e+07, 3.133773e+01, 1.940007e+00, -1.479483e+07 
1, 2, 17, 1.433398e+07, 3.135668e+01, 1.940042e+00, -1.478935e+07 
1, 2, 18, 1.432775e+07, 3.137453e+01, 1.940074e+00, -1.478294e+07 
1, 2, 19, 1.432064e+07, 3.139130e+01, 1.940104e+00, -1.477564e+07 
1, 2, 20, 1.431448e+07, 3.140913e+01, 1.940136e+00, -1.476932e+07 
1, 2, 21, 1.430724e+07, 3.142551e+01, 1.940165e+00, -1.476194e+07 
1, 2, 22, 1.429864e+07, 3.144019e+01, 1.940192e+00, -1.475317e+07 
1, 2, 23, 1.429188e+07, 3.145745e+01, 1.940223e+00, -1.474624e+07 
1, 2, 24, 1.428417e+07, 3.147340e+01, 1.940251e+00, -1.473836e+07 
1, 2, 25, 1.427600e+07, 3.148883e+01, 1.940279e+00, -1.473001e+07 
1, 2, 26, 1.426600e+07, 3.150171e+01, 1.940301e+00, -1.471985e+07 
1, 2, 27, 1.425738e+07, 3.151654e+01, 1.940328e+00, -1.471105e+07 
1, 2, 28, 1.424906e+07, 3.153195e+01, 1.940355e+00, -1.470254e+07 
1, 2, 29, 1.423989e+07, 3.154614e+01, 1.940380e+00, -1.469318e+07 
1, 2, 30, 1.423109e+07, 3.156086e+01, 1.940406e+00, -1.468420e+07 
1, 2, 31, 1.422025e+07, 3.157291e+01, 1.940427e+00, -1.467317e+07 
1, 2, 32, 1.421142e+07, 3.158781e+01, 1.940454e+00, -1.466413e+07 
1, 2, 33, 1.420376e+07, 3.160409e+01, 1.940482e+00, -1.465629e+07 
1, 2, 34, 1.419534e+07, 3.161938e+01, 1.940509e+00, -1.464770e+07 
1, 2, 35, 1.418698e+07, 3.163489e+01, 1.940536e+00, -1.463914e+07 
1, 2, 36, 1.417776e+07, 3.164919e+01, 1.940561e+00, -1.462974e+07 
1, 2, 37, 1.417065e+07, 3.166614e+01, 1.940591e+00, -1.462248e+07 
1, 2, 38, 1.416329e+07, 3.168269e+01, 1.940619e+00, -1.461498e+07 
1, 2, 39, 1.415414e+07, 3.169698e+01, 1.940644e+00, -1.460567e+07 
1, 2, 40, 1.414265e+07, 3.170821e+01, 1.940663e+00, -1.459402e+07 
1, 2, 41, 1.413392e+07, 3.172323e+01, 1.940689e+00, -1.458511e+07 
